tenure_months,monthly_charges,total_charges,support_tickets,late_payments,contract_type,internet_service,paperless_billing,churn
21,75.29,1589.17,2,2,Two year,Fiber,Yes,0
5,56.2,275.03,0,0,One year,Fiber,No,0
41,66.12,2782.89,2,0,One year,DSL,Yes,0
19,103.83,1938.21,2,1,Two year,None,Yes,0
58,106.66,6164.92,2,1,Month-to-month,DSL,Yes,0
43,49.58,2037.48,5,0,Two year,Fiber,Yes,0
57,68.94,4102.41,3,0,Month-to-month,Fiber,No,0
46,72.25,3201.42,3,0,Month-to-month,DSL,Yes,1
32,45.34,1467.95,3,0,One year,DSL,Yes,1
62,68.61,4301.68,3,2,Month-to-month,DSL,Yes,1
35,70.13,2453.29,1,1,One year,None,No,0
69,98.51,6671.48,1,1,One year,Fiber,Yes,0
72,100.19,7113.49,4,1,Two year,Fiber,Yes,0
43,61.77,2708.35,1,0,Month-to-month,Fiber,Yes,0
49,64.65,3089.92,2,1,Month-to-month,Fiber,Yes,0
19,86.61,1438.34,3,1,Month-to-month,None,Yes,1
59,55.37,3305.54,0,1,Month-to-month,Fiber,Yes,0
49,84.72,4063.83,0,2,Month-to-month,Fiber,Yes,1
65,67.8,4470.27,3,0,Month-to-month,Fiber,Yes,0
20,45.77,895.14,1,1,Two year,DSL,Yes,0
57,46.08,2601.53,1,1,Two year,DSL,No,0
34,106.18,3615.22,1,2,Two year,DSL,Yes,1
14,66.09,811.4,3,0,Month-to-month,Fiber,Yes,0
13,111.01,1360.57,3,0,One year,Fiber,No,1
41,57.16,2317.53,2,1,Month-to-month,Fiber,No,1
24,77.28,1740.29,1,1,Month-to-month,DSL,Yes,0
8,129.82,1109.92,1,1,Month-to-month,Fiber,No,1
31,43.57,1319.79,1,0,Two year,Fiber,Yes,0
48,22.55,937.68,1,0,One year,Fiber,No,0
23,102.16,2293.89,1,1,Month-to-month,None,Yes,1
69,49.33,3413.87,0,0,One year,DSL,No,0
57,69.48,3915.88,3,0,Two year,DSL,Yes,0
37,55.35,2088.01,0,2,Month-to-month,Fiber,Yes,0
68,76.7,5273.28,0,0,Two year,DSL,No,0
32,46.24,1719.74,3,0,Month-to-month,Fiber,Yes,0
11,65.5,835.58,2,0,Month-to-month,Fiber,Yes,0
3,81.25,80.1,1,2,Two year,DSL,Yes,1
68,44.79,3009.85,2,2,Month-to-month,None,Yes,0
70,52.5,3648.19,3,1,One year,DSL,Yes,0
54,61.32,3368.54,0,0,Month-to-month,Fiber,Yes,1
8,34.28,180.88,2,1,One year,Fiber,Yes,0
22,59.44,1254.47,1,1,One year,Fiber,Yes,0
3,72.97,94.47,1,0,Two year,DSL,No,0
4,60.01,179.82,1,2,Two year,None,Yes,0
18,63.22,1081.38,1,0,One year,None,Yes,0
42,69.5,2887.8,0,0,Month-to-month,Fiber,Yes,0
5,53.61,149.38,0,1,Month-to-month,Fiber,Yes,0
71,87.28,6294.84,3,2,One year,Fiber,No,0
33,105.9,3541.9,1,1,Month-to-month,Fiber,No,0
19,58.39,964.54,1,3,Month-to-month,Fiber,No,0
38,82.13,3123.54,4,1,Two year,Fiber,No,1
57,64.01,3492.02,0,3,Month-to-month,Fiber,Yes,0
23,79.14,1954.38,0,0,Month-to-month,Fiber,No,0
4,109.14,597.99,3,2,Two year,DSL,Yes,1
4,82.72,325.29,3,0,One year,None,No,0
62,25.66,1505.94,0,2,One year,DSL,Yes,0
9,81.35,665.72,0,0,Month-to-month,DSL,Yes,1
46,100.82,4592.42,2,1,Month-to-month,None,No,0
28,64.46,1794.2,1,1,One year,DSL,Yes,0
56,94.89,5450.94,1,1,Month-to-month,DSL,No,0
5,52.75,359.3,0,3,One year,Fiber,No,1
65,32.86,2233.1,2,2,Month-to-month,Fiber,No,1
51,73.53,3767.05,0,1,Month-to-month,DSL,Yes,0
33,26.09,745.55,1,0,Month-to-month,Fiber,Yes,1
15,64.01,883.08,0,1,Month-to-month,DSL,No,0
71,102.17,7260.22,0,2,Month-to-month,Fiber,Yes,1
22,22.26,369.52,3,0,One year,DSL,Yes,0
36,38.01,1398.85,3,1,One year,DSL,No,0
29,44.2,1362.29,1,1,Month-to-month,None,No,0
17,68.42,1217.62,2,1,One year,Fiber,No,0
30,60.86,1876.23,3,1,Month-to-month,Fiber,Yes,1
11,104.98,968.13,2,0,Month-to-month,None,Yes,0
1,93.86,227.19,3,0,Two year,None,No,0
21,82.38,1573.28,2,1,One year,Fiber,Yes,0
9,73.64,647.49,0,0,One year,DSL,Yes,0
30,79.83,2456.78,0,0,Month-to-month,Fiber,Yes,1
63,48.45,3088.24,1,0,Month-to-month,Fiber,No,1
12,91.43,969.38,1,0,One year,DSL,Yes,0
1,42.2,0.0,1,1,One year,Fiber,Yes,0
8,90.88,755.78,4,1,One year,DSL,Yes,0
37,99.65,3738.27,0,1,Two year,Fiber,Yes,0
20,75.27,1394.71,0,2,Month-to-month,Fiber,No,1
36,65.59,2400.67,1,1,Two year,Fiber,Yes,0
3,80.01,88.5,1,1,One year,DSL,Yes,1
24,20.0,542.44,4,0,Month-to-month,DSL,Yes,0
30,77.56,2238.31,0,0,Month-to-month,Fiber,Yes,0
32,67.17,2157.37,2,0,One year,Fiber,Yes,0
40,68.73,2740.63,2,1,Month-to-month,Fiber,No,1
57,87.66,5112.87,1,1,One year,Fiber,Yes,0
34,68.13,2340.66,4,1,One year,Fiber,Yes,1
61,41.49,2471.27,0,1,Month-to-month,Fiber,Yes,0
39,66.46,2628.09,2,0,Month-to-month,Fiber,No,1
19,71.69,1576.33,0,0,One year,DSL,No,0
17,72.87,1312.86,2,1,Month-to-month,None,Yes,1
24,74.05,1771.23,0,2,Two year,Fiber,Yes,0
44,95.98,4139.94,0,0,Month-to-month,Fiber,Yes,0
18,42.85,709.64,2,0,Two year,DSL,No,0
66,74.39,4977.91,2,0,Month-to-month,Fiber,No,0
35,102.25,3490.11,1,1,Month-to-month,Fiber,No,1
63,26.63,1678.26,1,0,One year,Fiber,No,0
50,74.49,3868.32,2,0,Month-to-month,Fiber,Yes,0
25,55.37,1399.18,3,1,Month-to-month,Fiber,Yes,1
17,60.73,924.53,1,2,Month-to-month,DSL,Yes,0
54,47.38,2776.29,0,1,One year,Fiber,No,0
24,65.76,1754.51,0,2,One year,DSL,Yes,0
18,116.03,2138.68,0,1,Month-to-month,Fiber,Yes,1
67,38.39,2699.65,3,2,Month-to-month,DSL,Yes,0
35,40.76,1399.89,2,0,Month-to-month,DSL,Yes,0
4,37.45,222.25,2,1,Two year,Fiber,No,0
36,113.19,4032.32,2,0,Month-to-month,DSL,Yes,0
34,58.44,1851.47,2,0,One year,None,No,0
63,69.36,4628.81,4,0,Month-to-month,DSL,Yes,0
52,59.93,2975.73,1,1,One year,Fiber,No,1
14,46.39,679.21,3,1,Two year,DSL,No,1
11,64.12,733.92,2,0,Month-to-month,Fiber,No,1
44,130.0,5771.6,0,0,One year,None,No,0
4,104.8,410.24,1,1,Month-to-month,Fiber,Yes,1
23,48.68,1111.64,0,0,One year,Fiber,Yes,1
10,86.19,875.73,0,0,Month-to-month,Fiber,No,1
2,49.21,146.41,1,0,Month-to-month,Fiber,No,1
67,25.59,1714.4,2,0,Month-to-month,DSL,No,0
7,95.49,661.58,0,0,Month-to-month,Fiber,No,1
1,99.0,0.0,0,1,Two year,Fiber,Yes,1
68,96.15,6739.66,1,0,One year,Fiber,Yes,0
14,58.25,869.12,2,2,Month-to-month,DSL,No,1
59,65.83,3904.9,1,2,Month-to-month,Fiber,Yes,1
3,88.74,203.79,2,0,One year,None,No,1
12,79.79,857.09,3,3,Month-to-month,Fiber,Yes,1
8,60.16,567.27,1,1,Month-to-month,Fiber,No,0
51,29.52,1489.7,0,2,One year,None,No,0
45,72.85,3340.22,0,0,Month-to-month,DSL,Yes,0
35,96.98,3258.92,2,2,Month-to-month,Fiber,No,1
18,40.06,875.77,0,1,Month-to-month,Fiber,Yes,1
7,85.97,691.92,2,0,Month-to-month,Fiber,Yes,1
41,78.29,3201.72,4,0,One year,None,No,0
17,88.75,1555.58,0,1,One year,Fiber,Yes,0
43,91.8,4021.47,1,1,Two year,DSL,Yes,0
50,52.64,2498.22,1,2,Month-to-month,Fiber,No,1
62,29.58,2001.5,5,0,One year,DSL,No,0
36,56.66,2088.16,1,0,Two year,None,Yes,0
1,92.23,21.82,2,0,One year,DSL,No,1
21,56.45,1075.79,0,2,Two year,Fiber,Yes,0
62,52.65,3362.94,1,1,Two year,Fiber,Yes,0
39,24.47,975.3,1,0,Two year,DSL,No,0
45,113.82,5169.99,2,0,Two year,DSL,Yes,0
33,90.64,2993.88,0,0,One year,Fiber,No,0
12,89.25,970.69,3,1,Month-to-month,DSL,No,1
65,94.19,6173.42,5,1,Two year,None,No,0
56,84.42,4707.64,2,1,Two year,None,No,0
72,63.89,4598.04,6,1,Month-to-month,DSL,Yes,1
62,65.91,4323.87,0,0,Month-to-month,Fiber,No,0
21,59.31,1332.44,2,0,Month-to-month,DSL,Yes,0
19,130.0,2562.68,2,1,Two year,DSL,Yes,0
18,83.9,1782.21,2,0,Month-to-month,DSL,Yes,1
67,58.4,3951.59,3,1,Month-to-month,Fiber,No,1
41,81.64,3359.1,1,1,Month-to-month,Fiber,Yes,1
33,44.73,1408.11,0,0,Month-to-month,DSL,Yes,0
70,107.61,7487.63,1,2,Two year,Fiber,Yes,0
44,53.47,2148.11,2,0,Month-to-month,Fiber,Yes,0
66,82.53,5525.83,4,1,Month-to-month,Fiber,No,1
71,96.65,6735.42,0,1,Month-to-month,Fiber,Yes,0
6,79.62,567.99,0,0,One year,Fiber,No,1
27,72.36,1949.46,3,2,One year,Fiber,No,0
53,70.27,3737.12,0,1,Month-to-month,DSL,Yes,0
59,68.59,4042.51,2,2,Month-to-month,Fiber,Yes,0
11,55.58,750.02,1,0,Two year,DSL,Yes,0
23,58.76,1472.49,0,1,One year,Fiber,Yes,1
40,106.99,4276.7,1,3,One year,Fiber,Yes,1
58,67.29,3812.72,2,2,Month-to-month,DSL,Yes,1
9,50.36,545.58,1,0,Two year,DSL,No,0
44,57.09,2414.62,0,0,One year,Fiber,Yes,0
22,97.51,1989.72,3,0,Month-to-month,Fiber,Yes,0
16,86.89,1440.08,3,2,Two year,Fiber,Yes,1
38,84.01,3314.16,1,1,Two year,Fiber,No,0
30,63.56,1866.35,2,0,One year,DSL,Yes,0
46,84.33,3919.82,3,0,One year,DSL,No,1
23,53.91,1198.38,2,1,Month-to-month,Fiber,Yes,1
60,63.51,3882.78,1,2,Month-to-month,Fiber,No,0
6,94.25,674.97,6,1,Month-to-month,Fiber,Yes,1
63,91.86,5760.7,0,0,One year,DSL,Yes,0
3,45.45,33.6,3,1,Month-to-month,DSL,Yes,1
53,48.61,2430.72,1,0,Month-to-month,Fiber,Yes,1
25,72.72,1910.51,1,0,Two year,Fiber,No,1
28,113.15,3054.64,1,0,Month-to-month,Fiber,Yes,0
2,22.11,81.42,1,1,Two year,DSL,Yes,0
51,76.96,4002.62,1,2,Month-to-month,Fiber,Yes,1
12,35.6,377.06,1,0,Month-to-month,Fiber,Yes,0
48,54.14,2582.18,2,1,Month-to-month,Fiber,No,0
53,60.89,3327.04,1,0,Month-to-month,Fiber,Yes,1
61,59.49,3547.91,0,1,Month-to-month,Fiber,No,0
51,56.66,2798.44,1,1,Month-to-month,Fiber,No,1
22,70.18,1520.52,3,1,One year,Fiber,Yes,1
54,56.62,3185.2,1,1,Month-to-month,Fiber,Yes,1
60,33.44,2167.39,0,0,Month-to-month,Fiber,Yes,0
23,89.5,2048.55,3,2,Month-to-month,DSL,Yes,1
9,88.82,728.18,0,0,Month-to-month,None,No,1
65,91.08,6026.57,1,1,Month-to-month,DSL,Yes,0
11,31.48,179.37,2,2,Month-to-month,DSL,Yes,1
43,77.47,3356.1,0,0,One year,Fiber,No,0
18,86.9,1559.8,1,2,One year,DSL,Yes,0
10,44.22,571.58,0,1,Two year,None,No,0
56,70.23,4072.34,2,0,One year,Fiber,No,1
11,67.09,643.77,1,1,Month-to-month,DSL,Yes,0
49,116.05,5703.4,2,0,Month-to-month,DSL,Yes,0
50,118.11,5848.56,0,1,Month-to-month,DSL,Yes,1
5,28.39,112.62,2,0,One year,DSL,No,0
13,130.0,1751.74,4,1,Month-to-month,DSL,Yes,1
58,47.12,2699.43,1,1,Month-to-month,DSL,No,0
37,94.52,3516.52,2,0,Two year,DSL,No,0
9,94.26,944.09,4,1,Month-to-month,Fiber,Yes,1
72,45.11,3399.27,0,3,Month-to-month,DSL,No,0
20,82.33,1675.5,1,0,Two year,DSL,Yes,0
1,67.31,79.09,2,1,Month-to-month,DSL,Yes,1
67,83.86,5507.77,1,2,Month-to-month,DSL,No,0
2,75.77,310.11,0,0,Month-to-month,DSL,Yes,1
40,99.91,4045.91,3,1,Month-to-month,DSL,No,1
72,71.88,5189.34,0,0,Two year,Fiber,No,0
42,65.8,2772.24,0,2,One year,None,Yes,0
43,97.4,4224.33,0,0,Month-to-month,DSL,Yes,1
28,84.51,2443.46,3,3,Month-to-month,DSL,Yes,0
10,88.3,972.51,1,3,Month-to-month,Fiber,Yes,1
42,53.39,2403.26,2,0,One year,Fiber,No,0
65,43.87,2875.72,1,1,Month-to-month,DSL,Yes,0
7,55.81,566.07,3,0,Month-to-month,Fiber,No,0
64,54.48,3592.46,1,1,One year,Fiber,Yes,0
30,89.65,2683.64,2,2,Two year,None,Yes,0
39,94.4,3514.85,2,0,Two year,None,Yes,0
12,66.12,802.02,1,1,Two year,Fiber,Yes,1
45,105.77,4915.63,1,1,Month-to-month,Fiber,Yes,1
14,104.21,1381.44,0,0,One year,Fiber,Yes,0
20,76.08,1529.95,2,1,Two year,Fiber,Yes,0
52,49.45,2588.06,0,1,Month-to-month,Fiber,Yes,0
4,109.38,531.75,2,0,Month-to-month,DSL,Yes,1
33,68.47,2220.88,1,1,Month-to-month,DSL,Yes,1
43,73.15,3058.69,0,1,Two year,Fiber,Yes,0
10,61.51,672.1,2,2,Two year,Fiber,Yes,1
22,47.76,976.28,1,0,Two year,Fiber,No,1
25,33.28,648.55,3,0,Month-to-month,DSL,Yes,0
48,85.82,4303.48,2,1,Two year,Fiber,Yes,1
71,50.41,3672.17,2,1,Month-to-month,DSL,Yes,1
61,130.0,8118.34,1,2,Month-to-month,Fiber,Yes,1
14,42.85,687.28,1,1,One year,Fiber,No,0
2,38.57,145.17,2,1,One year,DSL,No,1
4,82.75,367.97,2,1,Two year,Fiber,No,1
43,108.23,4635.41,1,0,Month-to-month,DSL,Yes,0
12,71.61,910.59,2,0,Month-to-month,DSL,Yes,1
17,84.31,1377.88,1,2,Month-to-month,Fiber,Yes,0
62,23.91,1375.58,1,0,Month-to-month,DSL,No,0
63,53.06,3309.7,1,0,Two year,Fiber,Yes,0
61,43.16,2761.89,1,2,Month-to-month,Fiber,Yes,1
19,22.62,306.61,3,2,Month-to-month,DSL,Yes,1
45,72.92,3159.95,1,1,Month-to-month,Fiber,No,1
44,20.0,939.13,1,1,One year,Fiber,Yes,0
14,36.95,475.72,1,0,Two year,Fiber,Yes,0
40,56.57,2311.36,2,0,Month-to-month,Fiber,No,0
38,49.22,1969.26,0,0,Month-to-month,Fiber,Yes,0
29,79.91,2363.55,2,0,Two year,None,No,0
55,77.64,4206.95,0,2,One year,DSL,Yes,0
49,92.34,4653.2,0,0,Month-to-month,DSL,No,0
39,88.81,3537.79,2,1,Month-to-month,Fiber,No,0
53,98.52,5224.26,0,0,Two year,DSL,Yes,0
55,69.95,3845.2,1,1,One year,Fiber,No,1
41,77.59,3218.45,1,0,Month-to-month,Fiber,Yes,1
20,82.79,1624.56,4,2,Month-to-month,DSL,Yes,1
55,73.54,3881.66,0,2,Month-to-month,Fiber,Yes,0
52,60.07,3198.66,2,1,Month-to-month,DSL,Yes,0
71,61.69,4448.99,1,1,Month-to-month,DSL,Yes,1
11,49.56,315.06,0,0,Month-to-month,Fiber,Yes,1
31,80.54,2547.82,4,0,Month-to-month,Fiber,No,0
67,67.65,4708.17,0,1,Month-to-month,Fiber,No,0
38,53.42,1917.22,2,1,Month-to-month,DSL,Yes,1
68,53.44,3626.85,0,2,Month-to-month,Fiber,Yes,0
1,39.74,21.54,2,2,Two year,Fiber,Yes,0
3,94.47,449.45,4,0,Month-to-month,Fiber,Yes,1
58,71.97,4286.09,3,1,Two year,DSL,No,0
26,48.43,1171.34,1,0,Two year,Fiber,No,0
38,90.21,3462.33,5,1,Two year,Fiber,Yes,0
31,55.99,1965.92,3,1,Month-to-month,Fiber,Yes,1
30,34.84,982.65,3,1,Month-to-month,DSL,Yes,1
68,95.53,6494.96,0,0,One year,Fiber,Yes,0
7,56.57,447.36,1,0,Month-to-month,Fiber,Yes,0
56,59.78,3286.54,1,1,Month-to-month,Fiber,Yes,0
65,71.03,4793.24,1,0,Month-to-month,Fiber,Yes,1
48,98.56,4683.84,0,0,One year,DSL,Yes,0
29,70.5,1905.62,1,1,Two year,Fiber,No,0
12,40.02,427.77,0,1,Month-to-month,Fiber,No,1
50,83.6,4245.15,1,0,Two year,Fiber,Yes,0
34,57.88,1887.94,1,0,One year,None,Yes,0
11,117.2,1319.4,2,0,Month-to-month,Fiber,No,0
26,69.97,1875.53,1,1,Month-to-month,DSL,Yes,0
70,20.0,1279.11,2,0,Month-to-month,Fiber,No,0
20,78.93,1522.31,4,0,Two year,None,Yes,0
13,118.61,1576.89,2,0,One year,DSL,No,0
50,109.4,5540.14,1,0,One year,Fiber,Yes,0
15,115.77,1682.73,1,0,One year,DSL,No,1
67,44.51,2997.08,1,0,Month-to-month,Fiber,Yes,0
62,92.8,5725.44,1,2,Two year,Fiber,No,1
71,51.95,3761.24,3,0,Two year,None,Yes,0
66,75.61,5042.02,0,3,One year,Fiber,Yes,0
18,38.18,649.82,1,3,Month-to-month,DSL,No,0
16,53.89,910.06,1,2,Month-to-month,Fiber,Yes,1
25,53.09,1286.09,6,0,Month-to-month,None,Yes,1
34,92.46,3189.51,4,1,Month-to-month,DSL,Yes,1
64,90.02,5808.28,6,0,One year,DSL,No,1
53,76.92,4313.89,1,0,One year,Fiber,No,0
47,36.24,1669.63,1,0,Two year,Fiber,Yes,0
64,62.21,3967.25,1,0,Month-to-month,DSL,No,0
47,51.35,2348.59,3,1,Month-to-month,DSL,No,0
28,91.74,2465.49,0,1,Month-to-month,DSL,No,1
30,99.45,2937.99,4,3,Two year,Fiber,Yes,1
38,96.41,3730.08,4,0,One year,Fiber,Yes,1
7,51.12,431.58,0,2,Month-to-month,Fiber,Yes,0
54,20.0,1109.57,1,1,One year,Fiber,Yes,0
47,25.83,1184.24,2,0,One year,DSL,Yes,0
53,105.54,5544.32,0,1,Month-to-month,Fiber,No,1
39,59.97,2247.09,2,0,Month-to-month,Fiber,Yes,1
57,51.23,2864.53,1,1,Month-to-month,Fiber,Yes,0
69,111.07,7534.08,3,3,Month-to-month,Fiber,Yes,1
42,101.63,4404.2,1,0,One year,Fiber,Yes,0
32,70.61,2443.27,1,0,Month-to-month,None,No,0
8,62.66,307.73,0,1,One year,DSL,Yes,0
57,66.7,3830.68,2,1,One year,DSL,No,0
66,75.68,5022.09,0,0,Month-to-month,Fiber,Yes,0
51,110.0,5630.94,1,2,Two year,Fiber,Yes,0
63,80.56,5016.11,2,1,Month-to-month,DSL,No,1
63,88.15,5655.75,1,1,One year,Fiber,No,0
58,99.23,5796.49,4,1,Month-to-month,Fiber,Yes,0
37,40.76,1611.46,5,0,One year,Fiber,No,0
8,88.87,637.22,1,1,Month-to-month,Fiber,Yes,0
1,62.64,0.0,2,0,Month-to-month,DSL,Yes,1
15,20.0,343.49,3,0,Month-to-month,Fiber,Yes,1
32,20.0,543.71,0,0,One year,Fiber,Yes,0
54,44.55,2511.0,1,1,One year,Fiber,No,0
33,83.28,2535.6,2,2,One year,Fiber,Yes,1
2,72.84,98.84,1,1,Month-to-month,DSL,No,1
16,74.61,1132.15,2,0,One year,DSL,No,1
71,118.77,8399.69,3,0,One year,DSL,Yes,1
72,38.27,2781.75,1,0,Month-to-month,None,Yes,0
28,69.31,1980.42,1,0,Month-to-month,Fiber,Yes,0
58,77.61,4565.41,2,0,Month-to-month,Fiber,Yes,0
52,51.59,2758.34,1,2,Two year,Fiber,No,0
68,70.71,4791.0,1,1,Month-to-month,DSL,No,0
64,30.0,2130.95,2,0,Month-to-month,Fiber,Yes,0
46,105.25,4980.1,1,1,Two year,Fiber,Yes,1
29,52.96,1504.63,2,2,Two year,DSL,Yes,0
46,120.79,5542.42,0,1,Month-to-month,Fiber,Yes,0
23,69.19,1558.02,0,1,Two year,Fiber,Yes,0
26,95.7,2524.56,3,2,Month-to-month,Fiber,Yes,1
44,68.67,2924.17,1,1,Two year,DSL,Yes,0
42,69.23,2828.77,2,1,Month-to-month,Fiber,Yes,1
42,55.4,2110.03,2,0,Month-to-month,None,Yes,1
28,72.98,2003.52,0,0,Two year,None,Yes,0
30,77.95,2444.97,2,2,Month-to-month,DSL,Yes,0
1,50.39,35.18,2,0,Two year,DSL,Yes,0
44,66.87,2932.83,2,1,Month-to-month,Fiber,Yes,1
42,54.75,2327.21,2,0,Month-to-month,DSL,Yes,0
68,127.49,8569.21,2,1,Two year,DSL,No,0
37,67.76,2509.53,4,1,Month-to-month,Fiber,Yes,1
34,108.63,3782.48,2,2,Two year,DSL,Yes,1
5,65.11,356.2,2,3,Two year,Fiber,Yes,1
15,76.48,1245.05,1,0,Month-to-month,None,Yes,1
25,36.97,1050.56,1,1,Month-to-month,Fiber,Yes,1
28,58.82,1713.31,1,0,Month-to-month,None,No,0
27,75.26,1960.77,0,0,Month-to-month,Fiber,No,0
29,109.65,3145.44,1,1,Month-to-month,DSL,Yes,0
56,75.55,4423.92,2,0,Month-to-month,DSL,Yes,1
10,104.59,1077.35,4,1,Two year,Fiber,No,0
24,86.02,2082.53,1,0,Month-to-month,DSL,Yes,1
12,110.69,1242.22,1,1,One year,Fiber,Yes,1
23,68.52,1566.9,1,1,Month-to-month,None,No,1
50,129.76,6559.42,2,1,Month-to-month,DSL,Yes,1
4,57.87,232.94,1,0,Month-to-month,DSL,Yes,1
25,50.84,1219.02,3,0,Month-to-month,Fiber,Yes,1
2,39.75,50.76,1,1,One year,Fiber,Yes,1
69,128.28,8970.2,3,0,Month-to-month,DSL,No,1
53,90.49,4862.55,1,1,Two year,DSL,Yes,0
18,61.65,1163.05,2,1,Two year,DSL,Yes,0
15,101.23,1562.47,2,0,Month-to-month,Fiber,Yes,1
8,87.19,579.24,2,1,Two year,DSL,Yes,0
35,119.15,4197.6,2,0,Two year,Fiber,Yes,1
55,31.3,1828.53,4,0,Month-to-month,DSL,Yes,0
43,63.37,2698.65,1,0,Two year,Fiber,Yes,0
64,58.44,3837.71,0,1,Month-to-month,Fiber,Yes,0
25,20.66,570.97,2,1,One year,DSL,No,0
21,96.51,2109.44,1,0,Month-to-month,Fiber,Yes,1
35,63.24,2218.5,1,0,Two year,Fiber,No,0
15,88.49,1416.02,4,1,Two year,Fiber,Yes,0
71,128.99,9012.13,1,1,Two year,Fiber,Yes,0
14,61.17,859.68,0,0,Two year,Fiber,No,0
35,59.47,2152.79,2,1,Month-to-month,DSL,No,0
38,72.97,2802.36,2,1,One year,Fiber,Yes,1
5,94.68,582.97,2,0,Month-to-month,Fiber,Yes,1
34,55.83,1882.58,0,0,Month-to-month,Fiber,No,0
33,54.23,1734.71,1,0,Month-to-month,DSL,Yes,0
19,96.43,1668.26,2,2,Two year,DSL,Yes,1
10,79.47,767.36,0,1,One year,DSL,Yes,0
4,20.0,131.69,3,1,Month-to-month,DSL,No,1
1,39.37,115.47,3,1,Two year,Fiber,Yes,0
35,107.53,3623.66,0,2,Two year,None,Yes,0
7,80.05,677.87,4,1,Month-to-month,DSL,No,1
70,50.95,3468.72,0,1,Month-to-month,DSL,Yes,1
18,65.74,1171.2,0,0,One year,DSL,No,1
47,70.33,3248.67,1,1,One year,DSL,Yes,0
49,88.39,4373.0,1,1,Month-to-month,Fiber,No,0
36,36.04,1306.97,3,0,Month-to-month,DSL,Yes,1
64,48.98,3202.28,1,1,Month-to-month,None,Yes,0
8,76.82,798.97,2,1,Month-to-month,Fiber,Yes,1
17,67.5,1187.36,0,2,Month-to-month,Fiber,No,1
19,84.3,1543.97,5,0,Month-to-month,None,Yes,1
10,39.26,438.73,2,1,Month-to-month,Fiber,Yes,1
22,78.93,1930.93,0,0,One year,None,Yes,1
23,97.29,2303.29,2,0,Month-to-month,DSL,Yes,0
56,82.17,4696.12,1,0,Month-to-month,None,No,0
22,73.48,1457.15,2,1,Month-to-month,DSL,Yes,1
64,67.6,4365.27,2,0,Two year,Fiber,Yes,0
56,49.13,2724.41,1,2,Month-to-month,None,No,1
65,68.2,4364.99,0,1,Month-to-month,Fiber,Yes,0
8,101.49,809.71,2,1,Month-to-month,DSL,Yes,1
71,67.02,4769.59,1,0,One year,DSL,Yes,0
45,47.75,2086.53,2,0,Month-to-month,DSL,Yes,0
71,57.69,4115.11,2,1,Month-to-month,Fiber,No,0
26,75.02,1933.2,1,1,Two year,Fiber,Yes,0
69,60.66,4255.93,2,0,One year,Fiber,Yes,0
43,82.13,3554.46,0,1,Month-to-month,Fiber,No,0
6,83.07,536.02,2,0,Month-to-month,DSL,Yes,1
30,92.22,2864.68,2,0,Two year,Fiber,No,0
10,105.59,1111.39,3,0,Two year,Fiber,Yes,1
68,94.9,6452.35,1,0,One year,Fiber,No,0
22,46.64,817.48,3,1,One year,Fiber,No,1
17,47.41,857.37,1,0,Two year,None,No,0
40,68.11,2633.04,1,0,Two year,DSL,Yes,0
31,58.72,1811.72,2,1,Month-to-month,Fiber,No,1
7,41.54,327.9,3,2,Two year,None,No,0
59,58.96,3611.81,0,2,One year,Fiber,Yes,0
61,58.14,3730.6,1,1,One year,DSL,Yes,0
54,53.2,2780.88,1,1,Month-to-month,Fiber,Yes,0
45,62.11,2663.15,2,0,Month-to-month,Fiber,No,0
29,99.46,2916.95,2,1,Two year,DSL,No,0
40,74.98,3023.48,2,4,One year,Fiber,Yes,1
38,130.0,4819.81,3,2,Month-to-month,Fiber,Yes,1
12,74.26,889.49,0,1,One year,Fiber,Yes,0
6,62.75,436.24,0,0,Month-to-month,DSL,Yes,0
19,70.1,1208.95,3,0,Month-to-month,Fiber,No,1
33,76.41,2422.15,3,0,One year,Fiber,Yes,1
12,80.88,906.16,1,0,One year,Fiber,No,1
8,121.92,954.12,0,1,Month-to-month,Fiber,Yes,1
62,48.87,3099.15,2,4,Month-to-month,Fiber,Yes,1
27,91.48,2437.21,2,0,Month-to-month,Fiber,No,1
43,75.19,3238.86,2,1,One year,Fiber,Yes,1
38,30.72,1392.07,2,0,Two year,Fiber,No,1
53,89.27,4635.54,2,0,One year,Fiber,No,0
54,101.69,5425.99,3,1,One year,DSL,No,0
22,48.57,1136.36,2,0,Month-to-month,Fiber,No,1
62,69.78,4424.96,1,1,Month-to-month,DSL,Yes,1
27,26.87,766.87,2,0,Two year,Fiber,Yes,0
61,38.53,2531.22,2,0,Month-to-month,DSL,No,1
30,96.2,2917.77,1,0,Month-to-month,Fiber,Yes,0
8,58.34,269.11,1,1,Month-to-month,Fiber,No,0
55,42.28,2335.1,3,0,One year,Fiber,Yes,0
3,75.74,170.11,2,0,Month-to-month,Fiber,No,0
56,56.94,3327.0,4,3,Month-to-month,DSL,Yes,0
4,58.23,329.38,4,1,One year,DSL,No,1
15,88.48,1168.28,1,0,Month-to-month,Fiber,Yes,0
44,40.96,1937.13,0,1,Month-to-month,Fiber,Yes,0
68,47.37,3314.82,4,1,Two year,Fiber,No,0
30,73.85,2183.11,2,0,Two year,None,Yes,0
9,94.24,840.27,2,1,Month-to-month,DSL,Yes,1
17,100.95,1855.44,1,0,Month-to-month,DSL,Yes,0
